repo,id,text,repo_level,symptom_cate,entity_layer,root_cause,root_cause_sub
aframevr/aframe,1572,"`Fog: false` only works with `shader: flat` | **Description:**I found that `fog: false` wasn't working with the following:``` html <a-scene fog=""type: linear; color: #AAB; far: 30; near: 0"">    <a-entity geometry=""primitive: sphere; radius: 50"" material=""src: url(../_skies/greencubes.png); side: back; fog: false;""></a-entity> </a-scene>```However, `<a-sky>` plus `material=""fog: false""` _was_ working, so I dug into the sky primitive [source](https://github.com/aframevr/aframe/blob/master/src/extr",C3,AF,L4,IAC,
aframevr/aframe,1609,"Primitive defaults should not override mixins | **Description:**`<a-box mixin=""red"">` will be white because the default component will do a direct `setAttribute`",C3,AF,L4,RLM,Improper Initialization
aframevr/aframe,1620,"Fixed toggle stats component visibility with attr, (fixes #1619) | **Description:**Enables you to toggle stats component visibility with DOM attributewithout need of explicitly remove the stats attribute which is expectedresult next to already available methods stats.hide() and stats.show()**Changes proposed:**- Use component `data` to hold `true|false`- Upon DOM update determine either to hide or to show stats  ",C3,AF,L3,ICFM,Pipeline Misordering
aframevr/aframe,1624,Spot light position bug | the cone of a spot light seems to be a unit higher then it's origin :http://www.frederickdesimpel.be/test/webVR/Aframe/spot-bug.jpg,C3,SD,L4,IIV,
aframevr/aframe,1630,"Make stats colour more readable | When debugging the frame rate on an iOS device, if the frame rate is less than 30 the text is red against the pink background making it difficult to read. Can the background or the text colour be more contrasting?- A-Frame Version: 0.2.0- Platform/Device: iPhone 6s iOS 9.3![framerate](https://cloud.githubusercontent.com/assets/2892400/16763026/fd54f4f6-481e-11e6-85d2-db02423d6504.jpg)",C3,AF,L3,ICFM,Pipeline Misordering
aframevr/aframe,1660,"Fixes camera issues under examples. | Removed misleading camera configurations under examples.Surrounded cameras with entities where it was causing problemsunder examples, like A-Frame Logo, Curved Mockups etc.",C3,VF,L5,IAC,
aframevr/aframe,1661,Fix element passed to the hit event. The hand instead of the collided… | Bug introduced during code review changes.,C3,IC,L1,IAC,
aframevr/aframe,1677,"use less contrasty colors for vive wand buttons | **Description:**<img width=""295"" alt=""screen shot 2016-07-27 at 10 18 54 am"" src=""https://cloud.githubusercontent.com/assets/674727/17184981/dd8ab806-53e3-11e6-8ee8-5ffa6ee4c389.png"">**Changes proposed:**- Off-white rather than complete white.- Light blue (denoting primary/positive action) rather than flat yellow.",C3,AF,L3,UPF,
aframevr/aframe,1680,"grab/grabbing cursor on mousedown/mouseup (fixes #1167) | **Description:**On look-controls this time. #1678![grab](https://cloud.githubusercontent.com/assets/674727/17193671/012f0652-5409-11e6-8d61-bb5e9657a55b.gif)**Changes proposed:**- Add class to canvas such that CSS handles grab class.- On canvas mousedown, set grab class on body. On window mouseup, remove grab class from body.- Add more canvas tests, from previous PR- Typos",C3,IC,L1,UPF,
aframevr/aframe,1701,Fix for the low display resolution on Android when going into VR mode | **Description:**a-scene `resize` method is attached to the resize event on the windows element. The resize event is triggered when entering/exiting fullscreen. The polyfill on mobile uses fullscreen to enter VR mode and the the `resize` method was replacing the renderer size set by VREffect (based on the getEyeParameters API) with the window height and width using the pixelRatio === 1 set by VREffect when entering VR.**Chang,C3,RA,L5,TDI,
aframevr/aframe,1705,"Fix hand-controls events being attached twice (fixes #1704) | **Description:** The hand-controls component is adding events twice, once during a manual ""addEventListeners()"" call in init() and a second time when play() is automatically called after update(). Additionally, a few other changes were made based on [@ngokevin's comment on the issue](https://github.com/aframevr/aframe/issues/1704).**Changes proposed:**- Remove ""addEventListeners()"" call in init()- Rename ""stop()"" to ""pause()""- ~~Move ",C3,IC,L1,RLM,Improper Shutdown
aframevr/aframe,1714,"The scene looks zoomed in after exiting VR on mobile | on Mobile, after exit VR mode (stereo view), the scene looks like zoomed in.This only happens on master branch. `0.2.0` works fine.- A-Frame Version: master branch- Platform/Device: Mobile",C3,VF,L5,GCE,Incorrect Calculation
aframevr/aframe,1715,"userHeight offset should still be maintained when in mobile | **Description:**Since mobile VR doesn't not have absolute positions, we should maintain the camera.userHeight offset.- A-Frame Version:- Platform/Device:",C3,SD,L5,ICFM,Scope Mismatch
aframevr/aframe,1724,"wait for scene load before default camera check (fixes #1723) | **Description:**Found an issue where scene was using default camera despite having a defined one, in the case where the scene has assets.Caught this in one of my scenes when I had a camera + cursor that wasn't being used, so I saw that the cursor was just hanging in space in a separate camera.**Changes proposed:**- Wait for scene load before camera check.- Remove `nodeready` and `isNode` check in `addToParent` now that I fixed our `",C3,SD,L5,ICFM,Pipeline Misordering
aframevr/aframe,1733,"renderer resolution is blurry on desktop | **Description:**1. Open the Cube example.2. See it is blurry.3. window resize fixes it.- A-Frame Version: master- Platform/Device: desktop### Blurry on desktop<img width=""1306"" alt=""screen shot 2016-08-09 at 3 29 03 pm"" src=""https://cloud.githubusercontent.com/assets/674727/17535856/073dedbe-5e46-11e6-9302-e0aa3e9db1cf.png"">### After resize<img width=""1126"" alt=""screen shot 2016-08-09 at 3 29 06 pm"" src=""https://cloud.githubusercontent.com/assets/674727",C3,RA,L5,ICFM,Pipeline Misordering
aframevr/aframe,1735,"low mobile resolution in VR mode (iOS) | **Description:**https://github.com/aframevr/aframe/pull/1701 addressed it somewhat, but compared to 0.2.0, the resolution is still degraded.This is probably webvr-polyfill issues, but need to fix it somehow for the release.### iOS (iPhone 6) / A-Frame 0.2.0![img_3567](https://cloud.githubusercontent.com/assets/674727/17494244/b5823d32-5d68-11e6-8783-47898ccbcce1.PNG)### iOS (iPhone 6) / A-Frame Master![img_3568](https://cloud.githubusercontent.com/assets/",C3,AF,L5,GCE,Incorrect Calculation
aframevr/aframe,1754,"""THREE.WebGLRenderer.render: camera is not an instance of THREE.Camera.” | **Description:**Error: `""THREE.WebGLRenderer.render: camera is not an instance of THREE.Camera.”`I think this is because we are now delaying default camera injection until scene is `loaded`. Meaning it will try to render without a camera set up.Perhaps have to listen to an earlier event for camera setup like before render. Or ask the scene to wait for the camera if doesn't exist.- A-Frame Version:- Platform/Device:",C3,RS,L5,UPF,
aframevr/aframe,1780,camera.userHeight offset seems to not be applying on mobile | **Description:**1. Open up Geometry Gallery on mobile http://localhost:9000/examples/test/geometry-gallery/2. See you are clipped through the ground.- A-Frame Version: master- Platform/Device: iOS iPhone 6 Safari,C3,SD,L5,RLM,Improper Initialization
aframevr/aframe,1791,"Changed geometry-gallery thetaLength from 350 to 360 | **Description:**The current `geometry-gallery` example uses `thetaLength: 350` for circle and cylinder makes them looks like broken:<img width=""444"" alt=""screenshot 2016-08-12 21 19 17"" src=""https://cloud.githubusercontent.com/assets/782511/17634402/bd88b37c-60d2-11e6-9ef3-860885e9efac.png"">I've just changed them to `360`:<img width=""409"" alt=""screenshot 2016-08-12 21 19 36"" src=""https://cloud.githubusercontent.com/assets/782511/17634440/e5b",C3,SD,L4,GCE,Incorrect Calculation
aframevr/aframe,1798,remove event.preventDefault in look-controls canvas mousedown (fixes #1729) | **Description:**https://codepen.io/ngokevin/pen/AXNZwVAllow CodePen to listen to click of the scene to blur their text editor.,C3,VF,L1,ICFM,Scope Mismatch
aframevr/aframe,1802,"Look-controls inconsistent in Chrome (vs. Firefox) when mouse-dragging over browser chrome | **Description:**1. Load [http://localhost:9000/examples/boilerplate/panorama/](http://localhost:9000/examples/boilerplate/panorama/)2. Click toward the top of the scene.3. Drag upward toward the top of the browser chrome.4. Release your mouse.5. Return back to the same general area in the scene.Try these steps in both Chrome and Firefox to see the difference. IMO, Firefox's behaviour feels right; it's wh",C3,VF,L1,UPF,
aframevr/aframe,1803,"reduce buffer scale to 0.5 for iOS safari < 10 (fixes #1714) | **Description:**Workaround for [Webkit bug on iOS Safari < 10](https://bugs.webkit.org/show_bug.cgi?id=152556).### BeforeUpon Entering VR from landscape without orientation change:![img_3576](https://cloud.githubusercontent.com/assets/674727/17687932/92352120-632e-11e6-8168-ae6259ed4bb6.PNG)### AfterStereo now sized correctly, at the cost of decreased resolution. With the version check, this should automatically be addressed once peo",C3,VF,L5,ICFM,Scope Mismatch
aframevr/aframe,1841,"Configuring the cursor's raycaster does not work (component ordering/dep bug) | **Description:** The documentation says we can [""customize the raycasting pieces of the cursor...by changing the raycaster component properties""](https://aframe.io/docs/0.3.0/components/cursor.html#configuring-the-cursor-through-the-raycaster-component). But attempting to restrict the cursor to a certain class using the raycaster's 'objects' property does not work (all entities remain active).CodePen: https://codepen",C3,IC,L1,IAC,
aframevr/aframe,1856,"GearVR camera is the wrong height | **GearVR camera height incorrect:**- A-Frame Version: 3.0- Platform/Device: GearVR## To reproduce- Install browser inside GearVR Oculus homepage- Turn on WebVR (using `internet://webvr-enable`)- goto https://aframe.io/- click to enter VR.You are at height 0, the floor, not 1.8, like Carboard and 2D screen versions.I see in the documentation: https://aframe.io/docs/0.3.0/components/camera.html_""When not in VR mode, userHeight translates the camera up to simulat",C3,VF,L5,ICFM,Scope Mismatch
aframevr/aframe,1865,Stats not working as intended | **Description:**I added stats to my scene as described in the [documentation example](https://aframe.io/docs/0.3.0/components/stats.html). Previously it was working but with the enabled stats module I only get this empty stats window.- A-Frame Version: 0.3.0- Platform/Device: Mac Os Safari 9.1.2- Reproducible Code Snippet or Demo URL [highly encouraged]:```<a-scene stats/>...</a-scene>```![bildschirmfoto 2016-08-27 um 12 27 20](https://cloud.githubusercontent.com/,C3,AF,L3,IIV,
aframevr/aframe,1874,"Fix #1630: Add white background highlighting for rStats alarm red text | **Description:**rStats currently displays red text to alarm the user of stats that are less than optimal. This PR attempts to address #1630 ( red text behind the current gray background is hard to read ).![screen shot 2016-08-29 at 9 15 06 pm](https://cloud.githubusercontent.com/assets/7256178/18075875/b68068e6-6e2d-11e6-873a-cf76f7044c0a.png)**Changes proposed:**- When a counter/label enters the alarm state in rStat, a whi",C3,AF,L3,UPF,
aframevr/aframe,1882,"Cursor events don't fire correctly when multiple objects intersect the path | In Aframe 0.3.0 the mouse events do not fire correctly when multiple objects intersect the raycaster/cursor. Unfortunately, this makes the cursor events unusable for any UI that has overlapping objects. This worked as expected in 0.2.0. Demo of the bug in 0.3.0: https://codepen.io/ryanbetts/pen/yaLVGLDemo of it working in 0.2.0: https://codepen.io/ryanbetts/pen/bwGgoG",C3,IC,L1,IIV,
aframevr/aframe,1896,"a-videosphere: Mouse controls are backwards (allow option to reverse drag look) | **Description:**I would expect the image to move like everything else on the Web: in the opposing direction to my drag.  That behavior is more tactile.  Currently, the sphere POV follows the mouse drag.I performed internal tests before opening this ticket.  All users pulled down on the mouse to look up.- A-Frame Version: 0.3.1- Platform/Device: Desktop- Reproducible Code Snippet or Demo URL [highly encouraged]: N/A",C3,VF,L1,TDI,
aframevr/aframe,1935,"Cursor intersects with itself if not a ring | If I set the cursor to something that isn't hollow (◆ or + for example) the cursor will often, but not 100% consistently, select this as the intersected element. In the demo below, the result is that it sometimes takes 4-5 clicks to 'push' one of the boxes.``` html<a-entity camera look-controls>  <a-entity cursor=""maxDistance: 75""            position=""0 0 -1""            geometry=""primitive: circle; radius: 0.01; segments: 4;""            material=""col",C3,IC,L1,ICFM,Scope Mismatch
aframevr/aframe,1962,"`TypeError` on entering Fullscreen | **Description:**Load https://aframe.io/aframe/examples/showcase/composite/ in Chrome (not Chromium WebVR builds), and click the goggle icon to enter ""fullscreen"":> Uncaught TypeError: Cannot read property 'requestFullScreen' of undefined> three.js:24764THREE.WebGLRenderer 76![image](https://cloud.githubusercontent.com/assets/203725/19192052/affeefca-8c59-11e6-9682-af3dc89a6c12.png)![image](https://cloud.githubusercontent.com/assets/203725/19192047/aa251480-8c",C3,RS,L5,TDI,
aframevr/aframe,2010,"Vive Controller incorrect positions in 0.3.2 | **Description:**Simple scene with controllers```<a-scene id=""scene"">  <a-entity vive-controls=""hand: right""></a-entity>  <a-entity vive-controls=""hand: left""></a-entity>  <a-plane position=""0 0 -4"" rotation=""-90 0 0"" width=""4"" height=""4"" color=""#7BC8A4""></a-plane>  <a-sky color=""#ECECEC""></a-sky></a-scene>```Controllers drift uncontrollably, as if positions are accumulating on itself.This works correctly in 0.3.1, but not 0.3.2- A-Frame Version: 0.3",C3,SD,L1,GCE,Incorrect Calculation
aframevr/aframe,2088,"Hemisphere light stops emitting light when groundColor is changed runtime | **Description:**Changing attributes of `light` components works great in general, but I think there's a bug specifically when changing the `groundColor` on a hemisphere light.As demonstrated in the Codepen example linked below, setting the `color`of a hemisphere light run time works as expected, but setting the `groundColor` results in the whole model being rendered without any light on it at all.I would expect to be abl",C3,RA,L4,IIV,
aframevr/aframe,2142,"[0.4.0] Cannot opt-out of fog / apply flat shader | **Description:**Opting out of fog with `material=""fog: false; shader: flat""` no longer works on `master`:```<a-scene fog=""type: linear; color: #AAB; far: 30; near: 0"">  <a-sphere    position=""0 10 0""    radius=""10""    color=""#93648D""    material=""fog: false; shader: flat""  ></a-sphere></a-scene>```- A-Frame Version: `master` (909e5ec89cd2e0e11f56db51819deef170f0a115)- Platform/Device: Desktop Chrome- Reproducible Code Snippet or Demo URL [highl",C3,IC,L4,RLM,Improper Operation
aframevr/aframe,2160,"not working offset property | **Description:**I specified an offset for a-sphere, but it did not work.example:<a-sphere src=""#img"" offset=""0 -0.5"" radius=""3"" repeat=""1 2"" shader=""flat""></a-sphere>- A-Frame Version:0.3.2- Platform/Device:Chrome, Firefox",C3,IC,L4,ICFM,Scope Mismatch
aframevr/aframe,2239,"scene reload() only shows a white page | **the reload() method for a scene only shows a blank white page:**- A-Frame Version: 4.0- Platform / Device: tried on safari & chrome on macOS and windows - Reproducible Code Snippet or URL: with any scene open, just run document.querySelector('a-scene').reload(); in the developer console.",C3,RS,L4,RLM,Improper Shutdown
aframevr/aframe,2253,"Add NPOT texture support, and fix texture offset/repeat behavior | Add support for NPOT texture settings e.g. material=""src:#imgElement; npot:true""Fix support for texture offset / repeat (broken defaults and broken apply logic)",C3,AF,L4,IIV,
aframevr/aframe,2259,"Cursor example in docs is not useable | In the example provided in the cursor docs (https://aframe.io/docs/0.4.0/components/cursor.html) does not make a useable cursor:````html<a-entity cursor=""fuse: true; fuseTimeout: 500""  position=""0 0 -1""  geometry=""primitive: ring""  material=""color: black; shader: flat""></a-entity>````![image](https://cloud.githubusercontent.com/assets/1560884/21756763/56dff48c-d5da-11e6-9de8-020e6fcf4d29.png)The default primitive is too large for a useable cursor.````html<",C3,SD,L3,IIV,
aframevr/aframe,2266,"a-scene stats are too dark to read | <!-- If you have a support question, please ask at https://stackoverflow.com/questions/ask/?tags=aframe rather than filing an issue. -->**Description:**Create an a-scene with stats (<a-scene stats ...). The text is black on dark gray. This is very difficult to read, especially on mobile devices where the font is smaller.<img width=""322"" alt=""screen shot 2017-01-10 at 1 10 47 pm"" src=""https://cloud.githubusercontent.com/assets/122875/21823120/13e86ab6-d737-11e",C3,AF,L3,IIV,
aframevr/aframe,2267,"[docs] Fix event type in event listener component | **Description:**In the scale-on-mouseenter component code, switch event listener from 'click' to 'mouseenter'.",C3,AF,L1,ICFM,Scope Mismatch
aframevr/aframe,2329,feat(raycaster): Raycaster doesn't trigger objects when recursive is set to false (refs: v0.4.0) | ### Description:#### Raycaster doesn't trigger objects when recursive is set to false### Environment:- A-Frame Version: 0.4.0 (refs: 87c934aae6c85ac05af48e3c569db584197fb946)- Platform / Device: Tested on Chrome- Reproducible Code Snippet or URL: ### Editor : https://ide.c9.io/maissani/testvr### Application: https://testvr-maissani.c9users.io### Files: https://preview.c9users.io/maissani/testvrps: ,C3,IC,L1,ICFM,Scope Mismatch
aframevr/aframe,2389,"weird example scene | The example scene has a texture that isn't available and have entities positioned on the camera. Newcomers might wonder what's ""wrong"".**Description:** fixed the simple scene**Changes proposed:**- remove the texture- positioned entities properly",C3,AF,L4,IIV,
aframevr/aframe,2426,"checkHeadsetConnected () doesn't use vrDisplay.isConnected, which breaks Microsoft Edge | For privacy reasons, Microsoft Edge does not expose the orientation of the HMD before requestPresent(). This breaks checkHeadsetConnected():function checkHeadsetConnected () {  var orientation;  controls.update();  orientation = dolly.quaternion;  if (orientation._x !== 0 || orientation._y !== 0 || orientation._z !== 0) {    return true;  }  return false;}The fix here is to use vrDisplay.isConnected() (if a",C3,IC,L5,IIV,
aframevr/aframe,2428,"Fix camera height when re-entering VR (#2394) | This PR attempts to resolve #2394, which happens repeatedly on Rift and infrequently on Vive.",C3,VF,L5,RLM,Improper Initialization
aframevr/aframe,2445,"Animation of hand-controls not playing | Some times it plays but it does not play the animation in reverse. Sometimes they get stuck in a pose. Probable causes: Models update, three.js update (maybe the animation API has changed)...",C3,SD,L2,ICFM,Pipeline Misordering
aframevr/aframe,2448,"Camera Y position incorrect in some cases while in VR | mchen [12:59 PM] interesting default camera Y height behavior with current master...http://codepen.io/machenmusik/pen/JWXGapWith Rift and latest Chromium, when using the auto-enter/exit VR, user height is correct both outside VR (default user height 1.6) and in VR (true HMD height), first time and every time.  That consistency is provided by #2428.With Rift and latest Chromium, when manually clicking the enter VR button but not wearing the ",C3,VF,L5,ICFM,Scope Mismatch
aframevr/aframe,2475,"Fix isCoordinate by successfully matching numbers with e-notation | When I rotate an entity it sometimes comes back with an e-notation number. For example, the number coming back was:`-71.99999999999999 62.074139506678954 -1.5056867448590336e-22`This number isn't recognized by isCoordinate and my entity would disappear.I've modified the regex pattern to successfully match a number with e-notation.",C3,SD,L4,IIV,
aframevr/aframe,2493,removed height and width from a-enter-vr css class | **Description:**This PR fixes issue #2359. `div.a-enter-vr` extends across the window blocking cursor clicks / cursor grabbing events passing to the scene.**Changes proposed:**Changed css of `a-enter-vr`. Removed `height` and `width`. It seems like the `div` is only used for the button.,C3,IC,L1,UPF,
aframevr/aframe,2503,"Fixed 404'ing image links | Thumbnail images we're not available as PNGs, only as JPGs.**Description:**Fixing broken images for users running documentation.**Changes proposed:**- Changing thumbnail image links to .jpg![2017-03-17_22-21-54](https://cloud.githubusercontent.com/assets/5576685/24069231/3bc7b160-0b60-11e7-9e07-9fed6078b37f.png)",C3,AF,L3,IIV,
aframevr/aframe,2597,make accommodations necessary for iOS 10 HLS | Provides core support needed for iOS 10 HLS playback discussed in #1416.Note that this leaves video flipped in Y dimension and also with B and R color channels reversed.It is expected that corrections can be applied using custom shaders.(Accommodating those corrections using the built-in shaders is outside the scope of this PR.),C3,AF,L5,UPF,
aframevr/aframe,2614,"Enter VR button disappears after exit VR, in Samsung & Oculus browsers | Can observe it is momentarily shown before being hidden.- A-Frame Version: 0.5 / master- Platform / Device: Oculus Browser - Gear VR- Reproducible Code Snippet or URL:https://aframe-master.glitch.me",C3,RA,L3,RLM,Improper Initialization
aframevr/aframe,2633,"Disabling look-control doesn't remove grab cursor | **Description:**- A-Frame Version: 0.5.0 (Date 10-02-2017, Commit #110055d)- Platform / Device: OSX 10.12 Chrome 57- Reproducible Code Snippet or URL: https://codepen.io/deva/pen/eWgYeoIn my application I would like to remove the *look controls* and set some custom behaviours.I removed controls from the camera as display below but I can still see the grab-cursor while clicking/dragging the scene.```<a-camera look-controls-enabled=""false"" wasd-c",C3,IC,L1,ICFM,Scope Mismatch
aframevr/aframe,2645,"Change script type to html in 360 gallery sample | When script type is nunjucks, a <SERVERNAME>/$%7Bthumb%7D not found is logged, and the thumbnail is not loaded.Changing the text type to `html` solves this problem.[Not working fiddle](https://jsfiddle.net/a0tuLa22/)[Working fiddle](https://jsfiddle.net/okmnjako/1/)",C3,AF,L3,IAC,
aframevr/aframe,2654,"fix video used in ""360° Video Boilerplate video"" to play back on mobile iOS | **Description:**The ""City"" sample video used for the [360° Video Boilerplate](https://aframe.io/aframe/examples/boilerplate/360-video/) doesn't load on iOS.After much diagnosis, I determined the culprit: the resolution.**Changes proposed:**- Changed resolution of video from `4096×2050` to `3168×1602`",C3,AF,L5,IAC,
aframevr/aframe,2656,"fix video used in ""360° Video Boilerplate video"" to play back on mobile iOS | **Description:**The ""City"" sample video used for the [360° Video Boilerplate](https://aframe.io/aframe/examples/boilerplate/360-video/) doesn't load on iOS.After much diagnosis, I determined the culprit: the resolution.**Changes proposed:**- Changed resolution of video from `4096×2050` to `3168×1602`",C3,AF,L5,IAC,
aframevr/aframe,2660,Distortion at top and bottom of 360 images | There's distortion on the top and bottom of the 360 image Here's the screenshots from the A-frame demo:http://imgur.com/a/0Fd0KAny idea how to fix it?,C3,VF,L5,GCE,Incorrect Calculation
aframevr/aframe,2692,"WASD controls + mouse-drag look controls jittery after getAttribute memory change | **Description:**Open up a scene. Use WASD in conjunction with mouse-drag to move + look around. The camera gets locked and mouse-drag doesn't work well and is jittery. The look-controls or wasd-controls probably need to be updated to reflect that getAttribute doesn't clone anymore?- A-Frame Version: master<!-- If you have a support question, please ask at https://stackoverflow.com/questions/ask/?tags=aframe rathe",C3,RA,L1,GCE,Incorrect Calculation
aframevr/aframe,2772,"fix vive-controls button colors | **Description:**When Vive button was pressed, it would do:- handle buttondown -> change to highlight color - handle buttonup -> change to default coor- handle touchend -> change to highlight colorVive buttons don't have capacitive touch, remove touch-related handlers.**Changes proposed:**- Remove touch related handlers from Vive controls. PR has lots of extra changes, but removing those few lines of code is all that's needed to fix the original issue.- Clean cod",C3,IC,L1,ICFM,Pipeline Misordering
aframevr/aframe,2784,"remove auto-enter-vr (fixes #2781) | **Description:**The auto enter VR code was somehow causing the enter vr button to not show up. Not sure what auto-enter-vr does now, doesn't seem needed anymore. I moved the vrdisplayactivate code to the scene.I also found out Oculus Browser has a prompt I didn't see yesterday. Upon entering VR, I see a bottom bar that gives options such as 360, 180, top/bottom, 3D. I have to dismiss it, and then try again, and then it kicks into VR. Not sure what's happening",C3,IC,L3,ICFM,Pipeline Misordering
aframevr/aframe,2798,"Error in cursor fuse example | Both animations should have `fill=""backwards""` (tested).",C3,AF,L3,IIV,
aframevr/aframe,2808,"Changing a-text value from javascript | **Description:**I'm trying to change the text in an a-text dynamically with setAttribute from Javascript.  The example linked below simply just changes the text to another hardcoded text (compared to initial value) each tick. It works as I expect it too in Chrome (""my text"" is shown), but not in Firefox or Safari (""text"" is shown). I cannot really see what's wrong here, especially since it works in Chrome. Any ideas?- A-Frame Version: 0.5.0- Platform / Dev",C3,AF,L3,ICFM,Unbounded Loop
aframevr/aframe,2811,"cursor click event not firing | **Description:**Cursor component click event not firing. mouseenter/leave works.https://a-frobot.github.io/aframe/examples/test/cursor/https://codepen.io/anon/pen/vZZqON- A-Frame Version: master- Platform / Device: desktop<!-- If you have a support question, please ask at https://stackoverflow.com/questions/ask/?tags=aframe rather than filing an issue. -->",C3,IC,L1,ICFM,Scope Mismatch
aframevr/aframe,2829,"Entity.setAttribute('position') Not Always Effective | While developing a new site, I noticed my interface was mysteriously broken this morning (6/30/2017). I had not pushed any code changes, but it's pulling in aframe.io/aframe/dist/aframe-master.js which _did change_ last night.The code that no longer worked is supposed to manage UI elements by automatically readjusting the position of buttons (simple plane geometries) whenever a button is added/removed. It does this by looping all elements (e",C3,IC,L3,RLM,Improper Operation
aframevr/aframe,2879,"controller buttons/events don't work after pausing and unpausing scene | **Description:**Blocks Inspector + Motion Capture work.1. Enter VR. See controllers work when pressing buttons.2. Open Inspector. Exit Inspector.3. Enter VR again. Controller buttons do not work- A-Frame Version: master/0.6.0- Platform / Device: windows/vive- Reproducible Code Snippet or URL: https://aframe.io/examples/showcase/tracked-controllers/<!-- If you have a support question, please ask at https://stackoverflow.com/",C3,IC,L1,RLM,Improper Operation
aframevr/aframe,2906,"Fixes line update bug and add example | I've just fixed the `line` component as the `isEqualVec3` was wrong and it was doing exactly the opposite, so updating the vertices of non-changed position and it wasn't updating the modified vertices.I've added also a simple test example with:- `start` and `end` parameter- just `start`- just `end`- dynamic changing `color`- dynamic modifying the `end` position.![2017-07-27_14-25-20](https://user-images.githubusercontent.com/782511/28670121-8d11548e-72d7-1",C3,RA,L4,ICFM,Scope Mismatch
aframevr/aframe,2930,"link with red color | when create a link with js. l can't delete the red color in circle.<img width=""739"" alt=""bug"" src=""https://user-images.githubusercontent.com/18245929/28992903-5e80fb50-79db-11e7-8308-1f5d6c7d2c27.png"">thank you with much.```js    var entityEl = document.createElement('a-entity');    entityEl.setAttribute('id',`link-${index}`);    entityEl.setAttribute('link', {      href: `chart.html?machineId=${item.name}`,      title: item.name,      color: getColor(item.status),      ima",C3,AF,L3,IAC,
aframevr/aframe,2965,"oculus-touch-controls seems to be off real controller by 45 degrees | I have a basic a-frame scene with oculus-touch-controls (same thing with laser-controls too). Its off the real angle of my controller by almost exactly 45 degrees. I'm not applying rotation to the controller or any of the parent entities, I've stripped my a-frame to just controller entitties and still have this issue.![oculus-error](https://user-images.githubusercontent.com/223277/29228993-ee3610a0-7e90-11e7-8125-7eb33f22e765.",C3,SD,L1,GCE,Incorrect Calculation
aframevr/aframe,2993,"Updated html example in visual feedback | **Description:**I was trying to use these examples and realized they were not working with the most recent versions of A-Frame. Made a copy of the codepen example and added some changes to make it work.Also the HTML example in the page works different, so I made a few changes, the 'fill' property in both animations started with 'backwards', now the first one starts with 'forwards', and removed the 'fuseTimeout' since it seems that the 'dur' properties in",C3,AF,L3,ICFM,Pipeline Misordering
aframevr/aframe,3019,"Plugging in VR headset after page load not detected | **Description:**When plugging in an HMD after page load, clicking the Enter VR button still takes you to the 2D mouse driven mode, rather than entering VR.This appears to be related to ([three.js #12109](https://github.com/mrdoob/three.js/issues/12109))A workaround could be to re-implement the VRControls class in a-frame; it is only an example in three.js after all and is quite a small class to begin with.- A-Frame Version: master- Platform /",C3,IC,L1,ICFM,Pipeline Misordering
aframevr/aframe,3025,"hand-controls bugfixes | **Description:**The cubes in the tracked-controls example do not move when grabbed by Windows Motion Controllers. Additionally, the hand-controls meshes are incorrectly offset from the element center when initially loaded, as they inherit the parent transform (which has been set by the tracked-controls component). Lastly, there is a race condition somewhere, such that sometimes for a single frame `mesh.mixer` does not exist causing a null reference exception.**Changes pr",C3,IC,L1,IIV,
aframevr/aframe,3046,"Hide the controller model instead of the whole entity | `windows-motion-controllers` hides the whole entity if the expected controllers are not present. This will also make any other controllers (Vive, Oculus...) invisible. I replaced the change in visibility of the controllers entity with the visiblity of just the windows motion controllers model if there's one already loaded. I tested more thoroughly the windows motion controllers in Edge and I find inconsistencies: I ofthen see just one contr",C3,SD,L1,IIV,
aframevr/aframe,3051,"Increasing offset when entering VR for non positional devices | **Description:** Every time the user enters the app or VR they are moved upwards by userHeight if one is anything other than 0. and if it is 0 then it is the default value of 1.6.This bug is present on non positional devices like GearVR, chrome and firefox.- A-Frame Version: 0.6.1+, not present in 0.6.0- Platform / Device: Android Chrome, Android Firefox55, Gear VR. Not present w/ VIVE. Others not tested.- Reproducible Code Snippet ",C3,SD,L5,TDI,
aframevr/aframe,3103,"buttons are not hightlighted on Gear VR controller | **Description:**With Gear VR, when I press touchpad or trigger on the controller, the button is not highlighted like the code in gearvr-controls.js suggests.In gearvr-controls.js, we get the mesh by name `controllerObject3D.getObjectByName('Trigger')` and `controllerObject3D.getObjectByName('Touchpad')` to be able to highlight the buttons when the button is pressed, but the three meshes in https://cdn.aframe.io/controllers/samsung/gear_vr_cont",C3,IC,L1,IAC,
aframevr/aframe,3118,"Camera height changes every time user enters in VR mode | **Description:**- A-Frame Version: 0.7.0- Platform / Device: Chrome on Android phoneI have a scene with ""a-camera"" placed in the default position. When I enter VR mode on a mobile browser on different Android smartphones the camera automatically goes up of 1.6, while upon exiting VR mode the height doesn't return to the previous value. So the height increases everytime the user enters VR. I have tried to manually set the position of the c",C3,VF,L5,IAC,
aframevr/aframe,3124,"laser-controls line does not respect intersection line length | **Description:**The line component that is part of laser-controls does not change its length to the intersection distance as determined by the raycaster component.  What should happen is the line component shortens itself to not extend past the nearest intersection point.  What ends up happening is the line component remains at the raycaster's far value.- A-Frame Version: 0.7.0- Platform / Device: Tested with Vive on Firefox 56.0, a",C3,SD,L1,ICFM,Unbounded Loop
